gene_name,transcript_name,transcript_biotype,UniProtKB,scFib,iHSC,iHSC_transcript_percent,scFib_transcript_percent,iHSC_entropy,scFib_entropy,entropy_diff
ACTG1,ACTG1-224,nonsense_mediated_decay,A0A7P0TBL1,10.0,898.0,0.04181022441568116,0.0011693171188026192,0.46895577713498593,0.41906691268880936,0.04988886444617657
ACTR6,ACTR6-201,protein_coding,Q9GZN1,3098.0,465.0,0.35094339622641507,0.8352655702345646,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-202,protein_coding,G3V1Y1,39.0,14.0,0.010566037735849057,0.010514963602049069,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-203,nonsense_mediated_decay,F8W0Q1,26.0,8.0,0.0060377358490566035,0.00700997573469938,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-204,nonsense_mediated_decay,F8VP72,351.0,40.0,0.03018867924528302,0.09463467241844163,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-209,protein_coding,F8VSD1,0.0,1.0,0.0007547169811320754,0.0,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-210,protein_coding,F8VRL1,8.0,749.0,0.5652830188679245,0.0021569156106767324,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-212,protein_coding,F8W057,11.0,22.0,0.01660377358490566,0.0029657589646805067,1.0064601975814422,0.5939097587077027,0.41255043887373954
ACTR6,ACTR6-213,nonsense_mediated_decay,F8W043,123.0,18.0,0.013584905660377358,0.03316257751415476,1.0064601975814422,0.5939097587077027,0.41255043887373954
ADGRL4,ADGRL4-201,protein_coding,Q9HBW9,174.0,192.0,0.31788079470198677,0.3210332103321033,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-202,protein_coding,B1AR72,0.0,0.0,0.0,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-203,nonsense_mediated_decay,A0A1W2PP07,0.0,0.0,0.0,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-204,protein_coding,A0A590UJX8,0.0,284.0,0.47019867549668876,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-206,protein_coding,A0A590UJ41,1.0,0.0,0.0,0.0018450184501845018,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-209,protein_coding,A0A590UJS7,0.0,0.0,0.0,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-213,protein_coding,A0A590UK74,0.0,0.0,0.0,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-214,protein_coding,A0A590UK90,0.0,0.0,0.0,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-215,nonsense_mediated_decay,A0A590UJU5,0.0,1.0,0.0016556291390728477,0.0,0.9589056083514848,0.6403888422157433,0.3185167661357414
ADGRL4,ADGRL4-217,protein_coding,A0A590UJN9,367.0,59.0,0.09768211920529801,0.6771217712177122,0.9589056083514848,0.6403888422157433,0.3185167661357414
AGRN,AGRN-201,protein_coding,O00468,22.0,0.0,0.0,0.006920415224913495,0.0,0.6024402635203422,0.6024402635203422
AGRN,AGRN-208,protein_coding,A0A087X208,9.0,2.0,0.0022002200220022,0.0028310789556464295,0.0,0.6024402635203422,0.6024402635203422
AGRN,AGRN-209,protein_coding,A0A494C1I6,0.0,0.0,0.0,0.0,0.0,0.6024402635203422,0.6024402635203422
AGRN,AGRN-210,protein_coding,A0A494C0G5,0.0,0.0,0.0,0.0,0.0,0.6024402635203422,0.6024402635203422
AK6,AK6-201,protein_coding,Q9Y3D8,384.0,1368.0,0.5968586387434555,0.06167683906199807,0.2063463120553624,0.8256309129451191,0.6192846008897568
AK6,AK6-203,protein_coding,A0A087WY94,557.0,7.0,0.0030541012216404886,0.08946353999357533,0.2063463120553624,0.8256309129451191,0.6192846008897568
AK6,AK6-204,protein_coding,D6RDH4,6.0,44.0,0.019197207678883072,0.0009637006103437199,0.2063463120553624,0.8256309129451191,0.6192846008897568
AK6,AK6-205,protein_coding,A0A087WVD7,30.0,9.0,0.003926701570680628,0.004818503051718599,0.2063463120553624,0.8256309129451191,0.6192846008897568
ALDOA,ALDOA-201,protein_coding,J3KPS3,1.0,24.0,0.001490127902644977,5.6493983390768884e-05,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-202,protein_coding,P04075,25.0,11.0,0.0006829752887122811,0.001412349584769222,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-203,protein_coding,H3BR04,0.0,6.0,0.00037253197566124423,0.0,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-205,protein_coding,H3BPS8,3.0,16.0,0.000993418601763318,0.00016948195017230664,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-207,protein_coding,H3BUH7,1.0,26.0,0.0016143052278653918,5.6493983390768884e-05,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-209,protein_coding,H3BU78,0.0,9.0,0.0005587979634918664,0.0,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-210,protein_coding,H3BR68,0.0,23.0,0.0014280392400347697,0.0,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-214,protein_coding,H3BMQ8,0.0,0.0,0.0,0.0,1.892513175717308,1.0424739230093754,0.8500392527079326
ALDOA,ALDOA-217,protein_coding,H3BQN4,15.0,2.0,0.00012417732522041475,0.0008474097508615332,1.892513175717308,1.0424739230093754,0.8500392527079326
ALG5,ALG5-201,protein_coding,Q9Y673,2376.0,418.0,0.37122557726465366,0.9321302471557473,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-207,protein_coding,A0A7P0T9B8,0.0,0.0,0.0,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-208,protein_coding,A0A7P0T8X9,2.0,3.0,0.0026642984014209592,0.0007846214201647705,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-210,protein_coding,A0A7P0T9C7,3.0,1.0,0.0008880994671403197,0.0011769321302471558,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-211,protein_coding,A0A7P0T882,0.0,0.0,0.0,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-213,nonsense_mediated_decay,A0A7P0T9X2,51.0,50.0,0.04440497335701599,0.02000784621420165,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-214,protein_coding,A0A7P0TB27,4.0,10.0,0.008880994671403197,0.001569242840329541,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-215,nonsense_mediated_decay,A0A7P0TA95,6.0,472.0,0.4191829484902309,0.0023538642604943117,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-216,nonsense_mediated_decay,A0A7P0Z4I2,4.0,2.0,0.0017761989342806395,0.001569242840329541,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-217,protein_coding,A0A7P0T901,0.0,3.0,0.0026642984014209592,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-218,nonsense_mediated_decay,A0A7P0TA98,46.0,96.0,0.0852575488454707,0.018046292663789723,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-221,nonsense_mediated_decay,A0A7P0T850,2.0,4.0,0.003552397868561279,0.0007846214201647705,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-222,nonsense_mediated_decay,A0A7P0TAI2,0.0,0.0,0.0,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-224,nonsense_mediated_decay,B4DR67,0.0,0.0,0.0,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ALG5,ALG5-226,protein_coding,A0A7P0TAL2,0.0,4.0,0.003552397868561279,0.0,1.2258606600389583,0.25403662518684833,0.97182403485211
ANKRD12,ANKRD12-201,protein_coding,Q6UB98,738.0,197.0,0.33503401360544216,0.32917038358608386,1.0776769651404832,1.037227683921733,0.040449281218750244
ANKRD12,ANKRD12-202,nonsense_mediated_decay,B5MEA4,997.0,75.0,0.12755102040816327,0.4446922390722569,1.0776769651404832,1.037227683921733,0.040449281218750244
ANKRD12,ANKRD12-205,protein_coding,F5GYX2,19.0,4.0,0.006802721088435374,0.00847457627118644,1.0776769651404832,1.037227683921733,0.040449281218750244
ANKRD12,ANKRD12-206,protein_coding,J3KS53,254.0,35.0,0.05952380952380952,0.11329170383586083,1.0776769651404832,1.037227683921733,0.040449281218750244
ANKRD12,ANKRD12-207,nonsense_mediated_decay,J3KSU9,4.0,0.0,0.0,0.001784121320249777,1.0776769651404832,1.037227683921733,0.040449281218750244
ANKRD12,ANKRD12-209,protein_coding,J3QRX3,1.0,15.0,0.025510204081632654,0.00044603033006244426,1.0776769651404832,1.037227683921733,0.040449281218750244
ANO10,ANO10-201,protein_coding,Q9NW15,235.0,19.0,0.023989898989898988,0.27582159624413144,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-204,protein_coding,C9IYD3,53.0,117.0,0.14772727272727273,0.062206572769953054,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-206,protein_coding,C9J670,383.0,26.0,0.03282828282828283,0.4495305164319249,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-207,protein_coding,C9JH90,0.0,0.0,0.0,0.0,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-208,protein_coding,C9IZD0,1.0,0.0,0.0,0.0011737089201877935,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-209,protein_coding,C9JJS5,0.0,8.0,0.010101010101010102,0.0,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-210,protein_coding,C9JA49,14.0,2.0,0.0025252525252525255,0.01643192488262911,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-211,protein_coding,C9JPY2,74.0,23.0,0.02904040404040404,0.08685446009389672,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-212,protein_coding,H7C3N6,1.0,0.0,0.0,0.0011737089201877935,1.305804462566367,1.2567832712696387,0.04902119129672822
ANO10,ANO10-214,protein_coding,C9JQC9,8.0,4.0,0.005050505050505051,0.009389671361502348,1.305804462566367,1.2567832712696387,0.04902119129672822
ANXA11,ANXA11-201,protein_coding,P50995,0.0,229.0,0.310719131614654,0.0,0.06907282132180469,0.0,0.06907282132180469
ANXA11,ANXA11-204,protein_coding,Q5T0G7,0.0,0.0,0.0,0.0,0.06907282132180469,0.0,0.06907282132180469
ANXA11,ANXA11-206,protein_coding,H0Y6E1,10.0,3.0,0.004070556309362279,0.0046146746654360865,0.06907282132180469,0.0,0.06907282132180469
ANXA2,ANXA2-201,protein_coding,P07355,242.0,1409.0,0.07350792988313856,0.006681944942982577,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-206,protein_coding,H0YKV8,0.0,365.0,0.019042153589315526,0.0,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-207,protein_coding,H0YKS4,31.0,4.0,0.00020868113522537563,0.0008559516249275202,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-210,protein_coding,H0YNP5,7.0,0.0,0.0,0.00019327939917718198,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-211,nonsense_mediated_decay,H0YNB8,331.0,115.0,0.0059995826377295496,0.009139354446806748,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-212,nonsense_mediated_decay,H0YLV6,1.0,60.0,0.0031302170283806345,2.7611342739597425e-05,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-213,protein_coding,H0YKX9,6.0,8.0,0.00041736227045075126,0.00016566805643758456,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-214,protein_coding,H0YL33,115.0,39.0,0.0020346410684474125,0.003175304415053704,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-215,protein_coding,H0YMT9,2.0,4.0,0.00020868113522537563,5.522268547919485e-05,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-216,protein_coding,H0YNA0,4.0,39.0,0.0020346410684474125,0.0001104453709583897,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-218,protein_coding,H0YM50,7.0,18.0,0.0009390651085141904,0.00019327939917718198,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-219,protein_coding,H0YMM1,2.0,643.0,0.03354549248747913,5.522268547919485e-05,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-220,protein_coding,H0YMD9,1.0,4.0,0.00020868113522537563,2.7611342739597425e-05,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-221,protein_coding,H0YKZ7,0.0,18.0,0.0009390651085141904,0.0,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-224,protein_coding,H0YLE2,0.0,10.0,0.000521702838063439,0.0,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-225,protein_coding,H0YMW4,67.0,11.0,0.000573873121869783,0.0018499599635530275,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-226,protein_coding,H0YN42,36.0,26.0,0.0013564273789649416,0.0009940083386255074,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-228,nonsense_mediated_decay,H0YMU9,49.0,4520.0,0.23580968280467446,0.001352955794240274,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-230,protein_coding,H0YMD0,0.0,116.0,0.006051752921535893,0.0,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-232,protein_coding,H0YN28,18.0,30.0,0.0015651085141903172,0.0004970041693127537,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-233,protein_coding,H0YKL9,35.0,15.0,0.0007825542570951586,0.0009663969958859099,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-237,nonsense_mediated_decay,H0YKN4,0.0,7.0,0.00036519198664440735,0.0,1.561836506986004,0.849580535923353,0.712255971062651
ANXA2,ANXA2-239,nonsense_mediated_decay,A0A7I2V4P4,4060.0,2226.0,0.11613105175292153,0.11210205152276555,1.561836506986004,0.849580535923353,0.712255971062651
AP1M1,AP1M1-201,protein_coding,Q9BXS5,148.0,5.0,0.0026001040041601664,0.19245773732119636,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-202,protein_coding,E7ENJ6,1.0,0.0,0.0,0.0013003901170351106,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-205,protein_coding,K7EQX3,0.0,0.0,0.0,0.0,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-207,protein_coding,A0A087WZX7,1.0,3.0,0.0015600624024961,0.0013003901170351106,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-208,protein_coding,K7ER75,0.0,2.0,0.0010400416016640667,0.0,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-210,protein_coding,K7ENA7,2.0,61.0,0.031721268850754034,0.002600780234070221,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-211,protein_coding,K7EJL1,1.0,0.0,0.0,0.0013003901170351106,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-212,protein_coding,K7EQ90,0.0,0.0,0.0,0.0,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP1M1,AP1M1-213,protein_coding,K7EPJ8,0.0,8.0,0.004160166406656267,0.0,0.8235217912353077,0.18747249081590656,0.6360493004194011
AP2A2,AP2A2-201,protein_coding,O94973,386.0,7.0,0.005533596837944664,0.38029556650246304,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-203,protein_coding,E9PQP4,0.0,0.0,0.0,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-204,protein_coding,A0A8I5KYZ9,0.0,1.0,0.0007905138339920949,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-210,protein_coding,E9PPY8,0.0,0.0,0.0,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-212,nonsense_mediated_decay,A0A8I5KV06,0.0,0.0,0.0,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-227,nonsense_mediated_decay,A0A8I5KPP9,0.0,0.0,0.0,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-231,nonsense_mediated_decay,A0A8I5QJV7,51.0,54.0,0.042687747035573126,0.05024630541871921,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2A2,AP2A2-235,protein_coding,A0A8I5KY83,0.0,0.0,0.0,0.0,0.4331584244344785,0.3603077216805666,0.07285070275391192
AP2M1,AP2M1-201,protein_coding,Q96CW1,0.0,0.0,0.0,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-203,protein_coding,E9PFW3,0.0,4.0,0.0002563938209089161,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-204,protein_coding,C9JPV8,1.0,3.0,0.00019229536568168707,0.00016175994823681658,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-205,protein_coding,C9JGT8,0.0,0.0,0.0,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-206,nonsense_mediated_decay,C9JJ47,5.0,3.0,0.00019229536568168707,0.0008087997411840828,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-208,protein_coding,H7C4C3,7.0,8.0,0.0005127876418178322,0.001132319637657716,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-209,protein_coding,C9JTK4,11.0,7.0,0.00044868918659060316,0.0017793594306049821,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-210,protein_coding,C9JJD3,3.0,0.0,0.0,0.00048527984471044967,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-222,protein_coding,A0A087WY71,0.0,1.0,6.409845522722902e-05,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-226,protein_coding,A0A8I5KWD3,0.0,0.0,0.0,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-227,nonsense_mediated_decay,A0A8I5KTP2,17.0,6.0,0.00038459073136337413,0.0027499191200258816,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-229,nonsense_mediated_decay,A0A8I5QJU5,1.0,0.0,0.0,0.00016175994823681658,1.8049761725284008,1.5954208826303249,0.20955528989807592
AP2M1,AP2M1-231,nonsense_mediated_decay,A0A8I5KT55,0.0,0.0,0.0,0.0,1.8049761725284008,1.5954208826303249,0.20955528989807592
APLP2,APLP2-201,protein_coding,Q06481,4.0,6.0,0.0025684931506849314,0.0015929908403026682,0.410116318288409,0.661612885737922,0.251496567449513
APLP2,APLP2-214,nonsense_mediated_decay,Q9UED0,0.0,0.0,0.0,0.0,0.410116318288409,0.661612885737922,0.251496567449513
APLP2,APLP2-217,protein_coding,E9PSC7,0.0,0.0,0.0,0.0,0.410116318288409,0.661612885737922,0.251496567449513
APLP2,APLP2-219,nonsense_mediated_decay,E9PPD0,26.0,1.0,0.0004280821917808219,0.010354440461967344,0.410116318288409,0.661612885737922,0.251496567449513
APLP2,APLP2-221,protein_coding,E9PQS3,3.0,0.0,0.0,0.0011947431302270011,0.410116318288409,0.661612885737922,0.251496567449513
ARCN1,ARCN1-201,protein_coding,P48444,6791.0,962.0,0.3528980190755686,0.9727832688726543,0.6524260944371801,0.01105940935095145,0.6413666850862287
ARCN1,ARCN1-202,protein_coding,B0YIW6,10.0,1723.0,0.6320616287600881,0.0014324595330181922,0.6524260944371801,0.01105940935095145,0.6413666850862287
ARCN1,ARCN1-204,protein_coding,E9PK34,0.0,0.0,0.0,0.0,0.6524260944371801,0.01105940935095145,0.6413666850862287
ARIH2,ARIH2-201,protein_coding,O95376,718.0,96.0,0.07476635514018691,0.30710008554319934,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARIH2,ARIH2-202,protein_coding,C9JBC5,1.0,0.0,0.0,0.000427715996578272,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARIH2,ARIH2-203,protein_coding,C9JZ71,132.0,37.0,0.02881619937694704,0.05645851154833191,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARIH2,ARIH2-204,protein_coding,C9JAU2,1.0,1.0,0.000778816199376947,0.000427715996578272,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARIH2,ARIH2-206,protein_coding,C9JCL4,5.0,0.0,0.0,0.00213857998289136,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARIH2,ARIH2-207,nonsense_mediated_decay,F8WCS4,177.0,335.0,0.26090342679127726,0.07570573139435414,0.7785023050984203,0.8573789365134765,0.07887663141505619
ARL4A,ARL4A-201,protein_coding,P40617,307.0,107.0,0.1101956745623069,0.422283356258597,0.6931043130063843,0.324438147822464,0.3686661651839203
ARL4A,ARL4A-206,protein_coding,C9J7Q9,34.0,109.0,0.11225540679711637,0.04676753782668501,0.6931043130063843,0.324438147822464,0.3686661651839203
ARPC2,ARPC2-201,protein_coding,O15144,567.0,162.0,0.021170935703084162,0.016075073712860058,0.7724335380564278,0.24770384746279522,0.5247296905936325
ARPC2,ARPC2-203,nonsense_mediated_decay,G5E9S7,2.0,6.0,0.0007841087297438578,5.670220004536176e-05,0.7724335380564278,0.24770384746279522,0.5247296905936325
ARPC2,ARPC2-204,protein_coding,C9JTV5,1.0,2.0,0.00026136957658128593,2.835110002268088e-05,0.7724335380564278,0.24770384746279522,0.5247296905936325
ARPC2,ARPC2-205,nonsense_mediated_decay,G5E9J0,4.0,1.0,0.00013068478829064296,0.00011340440009072352,0.7724335380564278,0.24770384746279522,0.5247296905936325
ARPC2,ARPC2-206,protein_coding,H7C3F9,25.0,258.0,0.033716675378985886,0.000708777500567022,0.7724335380564278,0.24770384746279522,0.5247296905936325
ARPC5,ARPC5-201,protein_coding,O15511,227.0,139.0,0.008518200759897046,0.0031887396752261618,0.09381300577716062,0.6721418768837752,0.5783288711066146
ARPC5,ARPC5-203,protein_coding,B1ALC0,150.0,7207.0,0.44165951709768353,0.0021070967016912964,0.09381300577716062,0.6721418768837752,0.5783288711066146
ASAP1,ASAP1-201,protein_coding,A0A0A0MRE5,162.0,19.0,0.022673031026252982,0.12300683371298406,1.1596275583502904,0.5758697077586155,0.583757850591675
ASAP1,ASAP1-202,protein_coding,Q9ULH1,1065.0,135.0,0.1610978520286396,0.8086560364464692,1.1596275583502904,0.5758697077586155,0.583757850591675
ASAP1,ASAP1-205,protein_coding,H0YBM4,45.0,45.0,0.05369928400954654,0.03416856492027335,1.1596275583502904,0.5758697077586155,0.583757850591675
ASAP1,ASAP1-207,protein_coding,E5RFD9,8.0,37.0,0.0441527446300716,0.006074411541381929,1.1596275583502904,0.5758697077586155,0.583757850591675
ASAP1,ASAP1-209,nonsense_mediated_decay,E5RHA9,1.0,411.0,0.4904534606205251,0.0007593014426727411,1.1596275583502904,0.5758697077586155,0.583757850591675
